Chromosome	Gene	Start	End	Ratio
LT635615	conserved Plasmodium protein, unknown function(PVP01_0411300)	459462	467425	0.783827
LT635615	conserved protein, unknown function(PVP01_0411200)	456882	457590	0.916485
LT635615	conserved Plasmodium protein, unknown function(PVP01_0411100)	453798	455945	0.810833
LT635615	conserved Plasmodium protein, unknown function(PVP01_0411000)	450584	453614	0.759043
LT635615	T-complex protein 1 subunit theta, putative(PVP01_0410900)	447288	449168	0.960213
LT635615	protein transport protein SEC31, putative(PVP01_0410800)	441819	446681	0.784776
LT635615	50S ribosomal protein L13, putative(PVP01_0410700)	438733	439581	0.786374
LT635615	conserved Plasmodium protein, unknown function(PVP01_0410600)	433540	437856	0.675663
LT635615	conserved Plasmodium protein, unknown function(PVP01_0410500)	430767	432952	0.907951
LT635615	conserved Plasmodium protein, unknown function(PVP01_0410400)	428389	429297	1.111392
LT635615	serine/threonine protein kinase, putative(PVP01_0410300)	420492	425357	0.813095
LT635615	conserved Plasmodium protein, unknown function(PVP01_0410200)	417372	419433	0.951447
LT635615	conserved Plasmodium protein, unknown function(PVP01_0410100)	410170	414373	0.932609
LT635615	rhoptry neck protein 6, putative(PVP01_0410000)	402958	408192	0.754446
LT635615	acyl-CoA synthetase, putative(PVP01_0409900)	399586	401784	0.958593
LT635615	RING zinc finger protein, putative(PVP01_0409800)	394538	396741	-nan
LT635615	conserved Plasmodium protein, unknown function(PVP01_0409700)	391462	392163	0.982868
LT635615	conserved Plasmodium protein, unknown function(PVP01_0409600)	388246	390629	0.831513
LT635615	conserved Plasmodium protein, unknown function(PVP01_0409500)	383995	385950	0.841656
LT635615	conserved Plasmodium protein, unknown function(PVP01_0409400)	382042	383136	0.895260
LT635615	DNA-directed RNA polymerase II subunit RPB2,putative(PVP01_0409300)	376027	380175	0.877436
LT635615	origin recognition complex subunit 5, putative(PVP01_0409200)	373153	375639	0.943668
LT635615	palmitoyltransferase DHHC11, putative(PVP01_0409100)	369394	371760	0.927840
LT635615	DEAD/DEAH box helicase, putative(PVP01_0409000)	363099	367892	0.798674
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408900)	359530	362825	0.803473
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408800)	358131	358931	0.935271
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408700)	353911	357285	0.779346
LT635615	vacuolar protein sorting-associated protein 45,putative(PVP01_0408600)	350897	353044	1.122129
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408500)	345295	349986	0.924561
LT635615	MtN3-like protein(PVP01_0408400)	340944	342863	0.866544
LT635615	autophagy-related protein 11, putative(PVP01_0408300)	333972	339274	0.936465
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408200)	330853	333441	0.991112
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408100)	327800	329320	0.912670
LT635615	conserved Plasmodium protein, unknown function(PVP01_0408000)	324186	327463	0.826648
LT635615	ATP synthase F1, alpha subunit, putative(PVP01_0407900)	320722	322416	0.898242
LT635615	conserved Plasmodium protein, unknown function(PVP01_0407800)	316457	320470	0.855873
LT635615	AP-2 complex subunit sigma, putative(PVP01_0407700)	314416	315296	0.670609
LT635615	conserved Plasmodium protein, unknown function(PVP01_0407600)	312199	312866	0.936477
LT635615	calcium-dependent protein kinase 1, putative(PVP01_0407500)	307075	309539	0.786908
LT635615	conserved Plasmodium protein, unknown function(PVP01_0407400)	300581	306024	1.073103
LT635615	E2F-associated phosphoprotein, putative(PVP01_0407300)	298179	299437	0.998343
LT635615	40S ribosomal protein S26, putative(PVP01_0407200)	295790	296113	1.179338
LT635615	conserved Plasmodium protein, unknown function(PVP01_0407100)	293348	295048	0.927881
LT635615	replication factor C subunit 2, putative(PVP01_0407000)	290145	291137	1.067914
LT635615	conserved Plasmodium protein, unknown function(PVP01_0406900)	287985	289475	0.934808
LT635615	conserved Plasmodium protein, unknown function(PVP01_0406800)	283951	287349	0.737163
LT635615	rRNA methylase, putative(PVP01_0406700)	280807	282354	0.791088
LT635615	ATP-dependent RNA helicase DDX47, putative(PVP01_0406600)	278406	280034	0.822220
LT635615	small nuclear ribonucleoprotein Sm D2, putative(PVP01_0406500)	276288	276826	0.983777
LT635615	conserved Plasmodium protein, unknown function(PVP01_0406400)	268417	274545	0.784131
LT635615	pre-mRNA-processing protein 45, putative(PVP01_0406300)	265570	267288	1.120401
LT635615	conserved Plasmodium protein, unknown function(PVP01_0405900)	259211	260647	1.028287
LT635615	40S ribosomal protein S30, putative(PVP01_0405800)	257222	257942	0.746269
LT635615	conserved Plasmodium protein, unknown function(PVP01_0405700)	256284	256712	1.104777
LT635615	ribosome associated membrane protein RAMP4,putative(PVP01_0405600)	254621	255382	1.029135
LT635615	pseudouridine synthase, putative(PVP01_0405500)	252361	253893	0.921360
LT635615	replication factor C subunit 1, putative(PVP01_0405400)	248395	251232	1.004308
LT635615	Plasmodium exported protein (PHISTc), unknownfunction(PVP01_0405300)	245399	246567	1.042798
LT635615	Plasmodium exported protein (PHISTc), unknownfunction(PVP01_0405200)	242205	243245	0.841558
LT635615	Plasmodium exported protein, unknown function(PVP01_0405100)	237259	238164	1.082101
LT635615	liver stage antigen 3, putative(PVP01_0405000)	223882	232279	1.084846
LT635615	Plasmodium exported protein, unknown function(PVP01_0404900)	219558	220885	1.344193
LT635615	Plasmodium exported protein, unknown function(PVP01_0404800)	215014	216192	1.219145
LT635615	Plasmodium exported protein, unknown function(PVP01_0404700)	212015	213315	1.748794
LT635615	Plasmodium exported protein, unknown function(PVP01_0404600)	207134	208499	1.254925
LT635615	Nucleosomal binding protein 1, putative(PVP01_0404500)	201260	203033	1.441881
LT635615	Plasmodium exported protein, unknown function(PVP01_0404400)	196170	197597	1.355992
LT635615	Plasmodium exported protein, unknown function(PVP01_0404300)	189641	191719	1.437241
LT635615	tryptophan-rich antigen(PVP01_0404200)	185114	186071	1.379769
LT635615	PIR protein(PVP01_0404100)	180215	181548	1.508706
LT635615	PIR protein(PVP01_0404000)	176224	178194	1.244707
LT635615	PIR protein(PVP01_0403900)	166743	168716	1.236861
LT635615	PIR protein(PVP01_0403800)	162645	165006	1.292875
LT635615	(PVP01_0403700)	158163	159470	1.188845
LT635615	PIR protein(PVP01_0403600)	151170	152413	1.312187
LT635615	PIR protein(PVP01_0403500)	145777	148706	1.475026
LT635615	PIR protein(PVP01_0403400)	141638	143531	1.378176
LT635615	PIR protein(PVP01_0403300)	135540	138634	1.501990
LT635615	PIR protein(PVP01_0403200)	131013	132497	1.361895
LT635615	Plasmodium exported protein, unknown function(PVP01_0403100)	127746	128626	0.314021
LT635615	Plasmodium exported protein, unknown function(PVP01_0403000)	124273	125238	0.530146
LT635615	Plasmodium exported protein, unknown function(PVP01_0402900)	120728	121633	2.433049
LT635615	PIR protein(PVP01_0402800)	117943	119041	0.067922
LT635615	(PVP01_0402700)	108193	109092	0.128916
LT635615	Plasmodium exported protein, unknown function(PVP01_0402600)	105352	106192	0.233061
LT635615	PIR protein(PVP01_0402500)	101670	103244	0.271406
LT635615	PIR protein(PVP01_0402400)	97154	98354	0.320867
LT635615	PIR protein(PVP01_0402300)	92257	93614	0.169936
LT635615	PIR protein(PVP01_0402200)	87239	88885	0.160163
LT635615	(PVP01_0402100)	83933	85213	0.101241
LT635615	(PVP01_0402000)	77155	78274	0.187585
LT635615	PIR protein(PVP01_0401900)	74395	75311	0.309268
LT635615	PIR protein(PVP01_0401800)	70057	71189	0.300540
LT635615	PIR protein(PVP01_0401700)	67281	68523	0.029201
LT635615	Plasmodium exported protein, unknown function(PVP01_0401600)	60328	61219	0.267223
LT635615	Plasmodium exported protein, unknown function(PVP01_0401500)	57650	58482	0.772847
LT635615	Plasmodium exported protein, unknown function(PVP01_0401400)	53050	54050	0.587222
LT635615	Plasmodium exported protein, unknown function(PVP01_0401300)	49319	50281	0.478857
LT635615	Plasmodium exported protein, unknown function(PVP01_0401200)	45432	46423	0.551059
LT635615	Plasmodium exported protein, unknown function(PVP01_0401100)	40986	41910	0.830484
LT635615	Plasmodium exported protein, unknown function(PVP01_0401000)	37728	38718	0.933622
LT635615	PIR protein(PVP01_0400900)	34718	35884	0.206234
LT635615	PIR protein(PVP01_0400800)	31244	32495	0.202035
LT635615	(PVP01_0400700)	26318	27745	0.353663
LT635615	PIR protein(PVP01_0400600)	22854	23977	0.344119
LT635615	PIR protein(PVP01_0400500)	18980	20550	0.249133
LT635615	PIR protein(PVP01_0400400)	14486	15625	0.150768
LT635615	PIR protein(PVP01_0400300)	10529	12137	0.357096
LT635615	PIR protein(PVP01_0400200)	6181	7399	0.365708
LT635615	PIR protein(PVP01_0400100)	1812	3130	0.471400
LT635614	conserved Plasmodium protein, unknown function(PVP01_0321100)	893740	894722	1.230553
LT635614	conserved Plasmodium protein, unknown function(PVP01_0321000)	886386	889039	1.113440
LT635614	mago nashi protein homologue, putative(PVP01_0320900)	884908	885878	0.963962
LT635614	conserved Plasmodium protein, unknown function(PVP01_0320800)	879918	884395	1.059664
LT635614	exonuclease I, putative(PVP01_0320700)	874594	878337	0.980156
LT635614	kinesin-19, putative(PVP01_0320600)	866659	873537	0.883351
LT635614	kelch domain-containing protein, putative(PVP01_0320500)	862040	863746	1.012220
LT635614	conserved Plasmodium protein, unknown function(PVP01_0320400)	849876	860321	0.900291
LT635614	protein kinase, putative(PVP01_0320300)	840483	847465	0.674396
LT635614	conserved Plasmodium protein, unknown function(PVP01_0320200)	838626	840044	0.935030
LT635614	mitochondrial import inner membrane translocasesubunit TIM14, putative(PVP01_0320100)	837226	837864	0.800182
LT635614	3-demethylubiquinone-9 3-methyltransferase,putative(PVP01_0320000)	834476	835834	0.824376
LT635614	type 2A phosphatase-associated protein 42,putative(PVP01_0319900)	831857	833098	0.775074
LT635614	conserved Plasmodium protein, unknown function(PVP01_0319800)	824495	828037	0.912568
LT635614	Rab GTPase activator and protein kinase,putative(PVP01_0319700)	817925	822763	0.776646
LT635614	RNA-binding protein, putative(PVP01_0319600)	811055	815704	0.741440
LT635614	conserved Plasmodium protein, unknown function(PVP01_0319500)	804724	810471	0.782722
LT635614	metallo-hydrolase/oxidoreductase, putative(PVP01_0319400)	800680	803184	0.734836
LT635614	proteasome assembly chaperone 4, putative(PVP01_0319300)	798921	799886	0.710121
LT635614	dynactin subunit 5, putative(PVP01_0319200)	797457	798224	0.705780
LT635614	conserved Plasmodium protein, unknown function(PVP01_0319100)	791736	796106	0.674061
LT635614	conserved Plasmodium protein, unknown function(PVP01_0319000)	790024	791364	0.935520
LT635614	conserved Plasmodium protein, unknown function(PVP01_0318900)	786334	788033	0.650960
LT635614	conserved Plasmodium protein, unknown function(PVP01_0318800)	784093	785310	0.891794
LT635614	tRNAHis guanylyltransferase, putative(PVP01_0318700)	782240	783214	0.763752
LT635614	conserved Plasmodium protein, unknown function(PVP01_0318600)	778850	781369	0.483692
LT635614	conserved Plasmodium protein, unknown function(PVP01_0318500)	776545	778203	0.719681
LT635614	conserved Plasmodium protein, unknown function(PVP01_0318400)	775279	775649	0.695348
LT635614	U3 small nucleolar RNA-associated protein 7,putative(PVP01_0318300)	772270	774204	0.714090
LT635614	pre-mRNA-splicing factor CWC15, putative(PVP01_0318200)	770357	771322	0.752519
LT635614	GTP-binding protein, putative(PVP01_0318100)	768372	769833	0.889690
LT635614	ubiquitin C-terminal hydrolase, putative(PVP01_0318000)	764255	766942	0.657883
LT635614	rhoptry-associated leucine zipper-like protein1(PVP01_0317900)	761694	763721	0.702897
LT635614	PelOta protein homologue, putative(PVP01_0317800)	759419	760735	0.879702
LT635614	conserved Plasmodium protein, unknown function(PVP01_0317700)	757460	758170	0.733580
LT635614	V-type ATPase V0 subunit e, putative(PVP01_0317600)	755252	755786	0.714501
LT635614	conserved Plasmodium protein, unknown function(PVP01_0317500)	753801	754449	0.498003
LT635614	secreted ookinete protein, putative(PVP01_0317400)	751249	752679	0.889878
LT635614	40S ribosomal protein S5, putative(PVP01_0317300)	747384	748174	0.945884
LT635614	conserved Plasmodium protein, unknown function(PVP01_0317200)	744775	747000	0.689962
LT635614	conserved Plasmodium protein, unknown function(PVP01_0317100)	743033	744531	0.526029
LT635614	ATP-dependent RNA helicase DBP7, putative(PVP01_0317000)	738869	741385	0.747904
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316900)	735486	737984	0.717868
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316800)	733823	734539	1.035403
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316700)	723885	732108	0.702006
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316600)	721605	722537	0.619698
LT635614	Ham1-like protein, putative(PVP01_0316500)	719726	721448	0.656152
LT635614	phosphoinositide-binding protein, putative(PVP01_0316400)	711216	718879	0.783856
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316300)	707577	709407	0.735008
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316200)	705861	707023	0.727485
LT635614	ferrodoxin reductase-like protein(PVP01_0316100)	702991	705060	0.837713
LT635614	conserved Plasmodium protein, unknown function(PVP01_0316000)	700791	701321	0.740726
LT635614	conserved Plasmodium protein, unknown function(PVP01_0315900)	699639	700232	0.485922
LT635614	small subunit rRNA processing protein, putative(PVP01_0315800)	698247	699239	0.756587
LT635614	exosome complex component CSL4, putative(PVP01_0315700)	697313	698132	0.779530
LT635614	conserved Plasmodium protein, unknown function(PVP01_0315600)	688625	696850	0.717448
LT635614	conserved Plasmodium protein, unknown function(PVP01_0315500)	686455	687942	0.939537
LT635614	40S ribosomal protein S10, putative(PVP01_0315400)	685134	685867	0.600202
LT635614	60S ribosomal protein L11a, putative(PVP01_0315300)	682398	683092	0.776340
LT635614	LEM3/CDC50 family protein, putative(PVP01_0315200)	679409	680839	0.824955
LT635614	conserved Plasmodium protein, unknown function(PVP01_0315100)	674100	678002	0.712026
LT635614	actin-related protein, putative(PVP01_0315000)	671191	673758	0.728824
LT635614	serine/threonine-protein kinase NEK4, putative(PVP01_0314900)	667448	669370	0.561977
LT635614	conserved Plasmodium protein, unknown function(PVP01_0314800)	664956	666045	0.806871
LT635614	conserved Plasmodium protein, unknown function(PVP01_0314700)	663837	664391	0.956519
LT635614	conserved Plasmodium protein, unknown function(PVP01_0314600)	661382	662395	0.972156
LT635614	conserved Plasmodium protein, unknown function(PVP01_0314500)	657265	658825	0.820567
LT635614	conserved Plasmodium protein, unknown function(PVP01_0314400)	654455	655963	0.821922
LT635614	conserved Plasmodium protein, unknown function(PVP01_0314300)	649856	653903	0.885604
LT635614	prefoldin subunit 3, putative(PVP01_0314200)	647065	648598	0.852027
LT635614	30S ribosomal protein S8, putative(PVP01_0314100)	644471	645079	0.863544
LT635614	cysteine repeat modular protein 2, putative(PVP01_0314000)	633899	642589	1.210284
LT635614	exported serine/threonine protein kinase,putative(PVP01_0313900)	613806	622214	1.117768
LT635614	dynein heavy chain, putative(PVP01_0313800)	594688	612316	1.031933
LT635614	thioredoxin, putative(PVP01_0313700)	590798	593272	0.988843
LT635614	conserved Plasmodium protein, unknown function(PVP01_0313600)	585552	589499	0.931985
LT635614	serine--tRNA ligase, putative(PVP01_0313500)	582157	584055	0.755641
LT635614	conserved Plasmodium protein, unknown function(PVP01_0313400)	576138	580239	0.836075
LT635614	calcium-dependent protein kinase 4, putative(PVP01_0313300)	573121	574875	0.982842
LT635614	queuine tRNA-ribosyltransferase, putative(PVP01_0313200)	567697	569862	0.820735
LT635614	transcription initiation factor IIE subunitalpha, putative(PVP01_0313100)	564789	566394	0.818873
LT635614	conserved Plasmodium protein, unknown function(PVP01_0313000)	562154	563336	0.755518
LT635614	conserved Plasmodium protein, unknown function(PVP01_0312900)	559310	561948	0.785640
LT635614	conserved Plasmodium protein, unknown function(PVP01_0312800)	555420	558518	0.804238
